term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
letter,0.003161665012229733,0.04511795159043187,-0.16889888748265955,0.041278328161502044,-0.0754585296722144,0.06986028711626008,-0.08984547711728356,-0.25075266946183344,0.000845232039460242,-0.035131577376366616
asking,0.009208093982387214,0.0020245690413867117,-0.013614586144344009,-0.010404623392327906,-0.007553045681832472,-0.002832422799744786,-0.0019751991062914058,-0.0033997218127829743,-0.017460623040781664,0.0016805061920827091
terrified,-0.013452541781640416,-0.030462093649739046,0.01864830738229867,0.00394466547174469,0.003218030427892169,0.0031037413472537285,-0.007570448321068506,0.008492865170078856,0.016621182600290996,-0.048499902929755076
screamed,-0.039305458286278495,-0.04566104096331298,0.06479365369506165,0.03035071509720854,0.0053529446493922475,0.016689083393178518,-0.01980448328184584,-0.003066254924597278,0.027710170141725277,-8.512093850368552e-05
deal,-0.00046308965352056294,0.024642832577083745,-0.00367294905915832,-0.016743376672956896,-0.01169481141782881,0.0064040472773809025,0.01703555978272755,0.0060765979530297,0.00484011601290299,-0.03799005657946122
heavily,0.013084339277685939,0.001445212621970781,-0.013504412847535167,-0.014835419723583699,0.016130012224322053,0.020809308806442602,0.02265280818614645,-0.013739904856868386,-0.015299387370356146,0.005228858484812193
placed,-0.019552147401980368,-0.011662818184781702,-0.001757457421733643,-0.018414368433631124,0.03505393155669168,0.0057493456462563595,0.03985252291756445,0.002092410388272011,0.01253289305776361,0.00039105787731291697
whisper,-0.00011911774100763698,0.005079708620694038,-0.0017594132778222904,-0.009770458874884775,0.017388282694052064,0.0028634291867082034,0.0034835336180506484,0.003886401829830525,-0.015473526240856718,0.0014438635352899132
potions,0.03274556929990054,0.1066643229708068,0.0016700757376138721,-0.08578596190620313,0.07640856402406022,0.043206366649660446,-0.029304787172154016,0.03141432897742008,-0.02827773299678151,0.03076239309729472
pretty,0.011797410408130168,0.01251939223365757,-0.0095944180598402,-0.03172591635309375,-0.004194065846516988,0.020900997813517144,0.013541548230169283,0.04806528192140339,0.01893196235331043,-0.009919093591501086
sank,0.009686002904286055,0.007822586929118372,0.0224255027187025,0.0004214900465813196,0.011287415497838774,0.0023113354883008987,-0.0011674971178875567,-0.013467002620576709,0.02240651271270288,0.014967074436636687
facing,-0.0004151394486526904,-0.009825518577013952,0.0074934894829745925,-0.004883996322444761,0.03245016371094431,0.01584766725166107,-0.006446759485815879,0.03776405124926114,0.03703250827351886,0.006545486342305393
anger,-0.016299391632137922,-0.006277008566728688,-0.011700560604121769,-0.002578273498752964,-0.011398235329656435,0.01966363808828758,0.018585295136111183,0.009559127326649349,-0.0022226102672387553,-0.004327592950234509
putting,0.013247718340300686,0.029534643114677264,-0.0007615617265690376,0.012139073962782583,0.011307358865430255,0.011393773587757483,0.0010865898158644908,0.008290254338359693,-0.005476158672752464,0.015386266179328619
twice,0.009481074524633442,0.006726222125784602,0.010250754373400724,-0.0012080664888048163,0.000994445602182802,-0.006049479699081345,0.02154074996708866,0.002060288565553839,0.010081014502324471,-0.0026384385775241287
mention,-0.005182984372843691,0.01813481340359659,-0.03412427029363394,-0.011847408503639346,-0.011861509643855416,0.021847136064867725,0.0021830731040278235,0.030731553557553283,0.005031907050819771,-0.00046830970944027284
busy,-0.0012782828370614609,0.02009768955681675,-0.02674588061665348,0.011236764678238422,-0.007811152520914842,0.0011080483735010356,-0.0014855449267883744,0.028001385541167254,-0.0008554052568132019,-0.009557849991235892
hung,-0.001360218702372136,0.0035259434185439605,0.008470461978053623,-0.00532962170922694,-0.0020571304224488683,0.00316852318431257,0.006490293626735827,0.008762125362305999,0.0014672098164341244,0.011401511066656182
easy,0.007992652837097585,-0.013262056134591855,0.009678477827739881,-0.0071315113258714775,-0.0021142065586779706,0.02489490926851605,-0.014622778143432857,0.01076103954445639,-0.019322185801801745,0.007190192155235618
dare,-0.007942797319978294,-0.034608797654793244,0.012794991702237744,0.002902403140092766,-0.011504509716749219,0.02105144428086878,0.010520400460879034,-0.003241353271775401,0.01590390811501283,0.016114902725406145
nearest,-0.0064286230570725295,0.0025853042896946325,0.017516680814401747,0.015442276192028946,0.016992252566689455,-0.018550419252448245,-0.0059913965402203,-0.002094461987631377,0.022715759774792996,-0.014596767133779998
forget,0.0072235470430661,0.00682710127597184,-0.0013500133840016245,0.01550734733407181,-0.024599924213312307,0.002980010514936035,0.022320952051799663,0.018444387688440207,-0.01636449995204856,0.018472532802597228
headmaster,-0.0032348984720934923,0.0030709163970258956,-0.005311676892822996,-0.042124134793828504,0.027643000823334433,-0.008295352766328605,0.06470028660058957,-0.011322285758655834,-0.039402282938746855,0.006499034320308115
leg,-0.01691591629816024,-0.0028292071350974946,0.004381277683754625,0.032985357805872265,0.01702597207694157,0.012155718230414241,-0.028704390972853534,-0.07330336707896717,0.028878535213824826,-9.846391776628877e-05
potion,-0.01909347831410759,0.08146090857767165,0.049604092748046634,-0.1283198444652792,0.051071803985104657,0.018531199491007035,-0.03354700559542454,-0.021087696112121947,0.016080010740016262,0.1848809986790488
realize,-0.02025318752318623,0.0005494950235325852,0.006048845703813606,-0.005986523227440453,-0.009074560688008843,0.017545384204710163,0.010388454996036686,0.01867919096376459,-0.0001634808856379519,0.017876660890470634
normal,-0.00929213376803321,0.013151572786567183,-0.0507695404787775,0.019943168356917618,-0.015425180261251694,0.0008015220722226511,-0.01020136889179201,-0.02450867870489883,-0.00822610693347729,-0.007641535693630739
softly,-0.01322042725246469,-0.012430607296936541,0.01869247073032393,-0.041195146058299104,0.03573871147572085,0.019875264002413164,5.405688915737981e-05,-0.0038886037856663727,-0.012345920296399112,0.013229146087824393
fall,-0.01341070463614617,-0.008335946553564908,0.012993418315947625,0.006934361754920163,-0.0019175967623823083,0.004083035674821004,-0.015079035652758607,0.00392065999884748,0.02337398641389478,0.0011688691513893398
poor,0.005992656731815987,0.0033925826137319627,-0.0253084049589245,-0.02708054922633438,-0.025270404715375065,-0.007082559929255252,0.018803944165504072,0.004515248952766653,-0.021773506762469755,-0.012303991140713042
throwing,0.007068984600905889,0.0009736194742478047,-0.006266124624348232,0.0033403201210148612,0.0030085358944958464,0.000926319229808449,0.001594103225180545,0.01066884354460395,0.0038729575944649727,-0.003559834800775942
wands,-0.044268160991874785,-0.06852298361992974,0.0604528572528689,0.0156342259135143,0.022171450371509523,0.0009630575521239073,-0.04477315159969049,0.027692435604890632,0.11183380608919774,0.018533861578624744
fixed,-0.009058008175886204,-0.011057823004737564,0.020434797067227898,-0.01711555938653623,0.003850702078151144,-0.006294858086000622,0.005122474156916198,-0.0163266369816628,-0.011928251724908329,0.029994047309495012
twelve,-0.005049999007414024,0.003397962727232701,-0.03668722900855592,0.023309520583151236,-0.02447706947659886,0.017841441561136057,-0.002982161398319534,0.005090272716639043,0.006539468449220834,0.0018006739743440378
carried,-0.008822699446443752,-0.006072182819220128,-0.0009520913247995123,-0.005581851953712139,0.005285841434900006,0.0029093547032354333,0.0032988819810601763,0.006248980182642386,0.0004267579708662533,-0.009833767801028568
moments,-0.018983053824281573,-0.004255665802546315,-0.014266220236021964,-0.0054499005958929024,-0.0012545968676534365,0.015117048927388698,0.02726240685734231,0.03147455737839689,0.007172133481112878,-0.018138426465876305
secret,0.005141437092718244,-0.0019755630260760732,0.0023208486959602013,-0.0010677523566953225,-0.011286266971856772,0.023882888905079006,0.019854554874841203,-0.004990803881536286,-0.009883974267001824,0.01932544274705725
eagerly,0.003103078236543358,0.022627461000685828,-0.002615755932023458,-0.01280207256874123,0.018536519827035063,0.0025005083903297124,-0.015693962322220877,-0.0043598370850434385,-0.010074232808702748,-0.01484195765078458
eyebrows,0.0033825962342060823,0.027744658252300262,-0.005421462145575602,-0.02090151377913324,0.04078172929210758,0.017318982377440926,0.029335001864131446,0.029452304293210593,-0.0008249982131745485,-0.004100431353969179
force,-0.02143505217305373,-0.00576005726320619,0.021381088845768757,-0.018664379893233732,0.01563833679696208,0.008635996400802473,0.004993092848327993,-0.004717667753082179,0.01217618218944717,0.018996902278011624
handed,-0.009867167592175461,0.03594923786968278,0.003854484478907498,-0.010163566247958817,-0.01126835933130795,-0.0015203888496790354,-0.009780169132006493,0.006317518544512955,0.0037322330543217356,-0.00436159179777231
hot,0.0012520083214046342,-0.004231397238628954,0.006103852265315184,-0.0062935529162088475,0.015348231843513756,-0.007788185898525201,-0.007546357111394771,0.030368721573189553,0.020244637306346888,-0.0068823654236867746
passing,0.0035377417028968584,0.02165516140435924,-0.019265288742263447,-0.011132367738844904,0.005360786421750432,0.0001317140672619171,0.0023712736962031114,0.02263617968926522,-0.00017708081459573768,-0.026246664172150224
cut,-0.01950495707616045,-0.008621924863522023,0.0009416660526058062,-0.008415151197698185,0.027019610042211213,0.012033633697529333,-0.023850896965173205,-0.0012058486004533646,0.02792828768760493,-0.02732454135724805
falling,-0.016812606750614703,-0.007265080861379371,0.0380643940597955,0.003690156034154824,0.00914316099001263,0.010346346403951582,0.019148566914710115,-0.006899916557651511,-0.007569202829056443,-0.014670532229001918
split,-0.011639095075394628,-0.006400242199790566,0.012194329175447507,-0.010853166609857969,-0.005369110117965728,0.0026864352570204948,-0.012200520065844165,0.02300182895596007,0.006837165438074034,-0.001227484322819718
showing,0.005347162764468638,0.01823073100710715,-0.008178385943922938,-0.010026784358012917,0.01820214938579898,-0.0037906082836507713,0.002397702230194727,0.02480202173627569,0.02043535139196939,-0.011247281076492206
match,0.08774502443473642,0.09294264527324592,0.14712637756398958,0.15127215683607603,-0.13164719136882347,0.06319403284341267,0.0522078022498607,0.048301042330133576,-0.09432560100014567,0.004489054594807535
snarled,-0.02033310407042794,-0.013051110646588374,-0.01061182628871842,0.017800253479509857,-0.004361869496859221,0.02595000464022136,0.002045952234553709,-0.03443286451445294,0.034713804999080264,0.016647122277900595
son,-0.06382515870783874,-0.03449889607805478,-0.06702487352224851,0.0015001948306028624,-0.05259735804421931,0.0008992382273782887,0.05194654698369984,-0.09883501850585251,-0.030910473928192895,-0.010609623854761134
growing,-0.015056193311439892,0.00025330718876110796,0.007215743180248349,-0.0009958437831719094,0.01261327651652348,0.00043533852885947586,-0.0027602648439680184,-0.02302047825183808,0.01538311999070815,-0.016223561374087574
memory,-0.011477708702710187,0.054558951408373316,0.009387393300253207,-0.12715203322319757,-0.04150340517308065,-0.01120136489010097,0.07370093400396915,0.018205997524169598,-0.050480070765570866,-0.0383644926604259
giant,0.05595097901303251,-0.042188561132121785,0.0023622277790108946,-0.015895582587717963,0.023059544308521845,-0.00023066811413572882,-0.019515003895249197,-0.00810529269973107,-0.012555763440525235,-0.0553997404858302
unable,-0.0175052826370371,-0.013728800080761891,0.014445948166762496,-0.004383655001150654,0.01695642906962279,0.014452252366698549,0.0071284102462602205,0.025895213379459686,-0.014959963557524558,-0.020353709323626134
bottom,-0.011470649310699266,-0.009649636735821414,-0.013206226710218375,-0.002114628308823899,-0.004743356436871624,-0.007406191759227352,-0.021020454628221323,-0.0034441967969245564,0.039637469646151016,0.00896351431296017
creatures,0.060436070000737,0.0002132834455001628,-0.015911073539335876,-0.03351628425631491,0.033323577517802044,0.021690073830726842,0.01958669139368814,-0.025853608156279063,0.01165303428854411,-0.04377428510012333
doubt,-0.01874788893386945,0.01151139127333335,-0.013786138248883691,-0.024352423956181982,0.0030950480521509303,-0.002743269028378456,0.04146508338603659,0.019281696390939823,-0.00958350491317747,0.002551131804614226
shoulders,-0.006168285486356379,-0.010470409435134907,0.005292668903617149,0.008350706768171142,0.007531017696687616,0.00204347757544552,0.008619766020094117,0.01940336093064998,0.020991496605761176,-0.017407408360821778
notice,0.0004704802787804123,0.023958103642149484,-0.0029190536933570935,-0.011691531601582506,0.017752714227533186,0.019652040782359728,0.03887409615493769,0.00827150288965589,-0.012642988889174527,0.010528933820936467
brightly,-0.004623522814934863,0.01752142547241212,-0.025032532161427715,0.005148640595836823,0.005210486348982257,-0.007672786167640994,-0.00457602332329724,0.008922900001687235,-0.0033292851514595424,-0.026295478165046696
attack,-0.0017131469824953382,-0.01004234969887842,0.021990841259785926,-0.010246218914469167,0.01822032365564511,0.011748707604813247,-0.0030242907816932013,-0.013497530432129918,-0.038455663204363284,-0.010442185468332789
bet,0.024948006577123753,0.020801655913472265,-0.013733531003063407,0.016947394845450825,0.009932386083105697,0.0038760637799150894,0.004653629603005155,0.00678915113920837,-0.0005202045661623764,-0.015218903526783834
spells,-0.009359116380768199,-0.0039036573593485063,0.0026721173623892925,-0.008336564846566169,0.027872856991717983,0.03147725311463691,-0.036525161026697194,0.059218103338151286,0.028729284792526427,0.0055441464746967
surely,-0.005700276712749109,-0.006302757006087082,-0.0053009454428294,-0.022933096643582968,0.011100226994596866,0.015364548973615692,0.016617704926644123,0.03467913602115867,0.011159375275353791,0.0028626484223891286
rolled,0.002890490208097579,-0.004978478137748478,0.0018637554387645988,0.0244916542776384,0.022850698395008136,-0.00788172744921191,-0.019520609833939224,-0.019428021245643474,0.017779428647090305,0.011527256426500097
tight,-0.019802043104549902,-0.020420073487391825,0.004505064081272281,0.01378168649170455,0.0005217241502988218,0.011491358878104489,0.008226051971218609,0.004886169427615506,0.03392693714453064,-0.0009299747977042174
thinks,-0.005563689753241453,0.01386297155139395,-0.022613155388526866,-0.004697639792792404,0.0020086992072076526,0.023947967498094223,0.013242283027877777,0.02183313853728129,-0.012048092876149621,0.011344449416411813
pass,0.012875648796025093,0.00701702331437855,0.0007979157268365425,-0.009648845449068338,0.008749951744637515,-0.004365580669604225,0.0048772438005215074,0.00956320254702921,-0.013417322118626004,-0.0006612772768818465
lessons,0.028572891116113584,0.05259206701837249,-0.005332741297943022,-0.05233391060162005,0.04564244689284105,0.038157990696730024,-0.00462796636303574,0.009073043522823164,0.002962377758457743,0.00636290894397005
skin,-0.015166574919421933,-0.007669384996442533,0.028053901510237483,-0.01769992550904125,0.016579032771782787,0.002815776577307735,-0.012951174438796731,-0.00525105472726739,0.005553967507499947,0.011925415164633621
seems,-0.011318120227926626,0.00806742329617192,-0.01246721574253603,-0.038013395016263184,-0.009392833164484185,0.01091133006058443,0.03565044325882263,0.00046377970198625644,-0.034087350869197855,0.022363431789762734
note,0.02590824219487207,0.027558339120821604,-0.022267548630621064,-0.028020785706239643,0.0028931622187903542,0.03166286312281848,-0.02909403973493917,-0.013700244991738525,-0.011422618880739964,-0.0223481880162163
afternoon,0.035541036783405006,0.031879737940444464,-0.010782811859143846,-0.026193373428683116,0.023127293293901965,0.02697663993898072,-0.03151320018341008,0.00645836326652728,0.007852224050708935,-0.004624208116815165
earth,0.008345041068661596,-0.004403193505207621,-0.0022065271017515705,0.005889097788933235,0.0094111681438103,0.020420976788128705,-0.009613233033792046,-0.005451995099790314,0.017962261960479967,-0.01545005476461244
sir,-0.011133113842699138,0.2805601586017292,0.17915598000300126,-0.40939652473136745,-0.45639925157804884,-0.4202432600456866,-0.09280934964167531,-0.15925575652506244,0.09839557684902037,-0.1424475956945053
excellent,0.011946331858138596,0.0444859736567837,-0.0069892155598625565,0.005107904458577145,0.027464906684970463,0.0070701048400202485,-0.018511358385730557,-0.011419511708820699,-0.014695753032878973,0.005158710002649501
check,-0.005688955504113632,-0.004293152583425569,-0.0002095803229511364,0.0052321143185763185,0.014499660067581376,0.014270795723267341,0.00375478297697839,0.02078360859527276,0.022989499283573658,0.02087871045497906
beaming,0.00966773134878224,0.014891684270898339,-0.020431872410097893,-0.018109574933628695,0.0016401554598783677,-0.006943277798738227,0.0022975780409567777,0.021198002646978763,0.000934495951026634,-0.006147718827909399
waved,-0.00916292981161408,0.006222607824847646,-0.007375255853268654,0.013167143677953044,0.015648094408067022,-0.025242494726637536,-0.0029202909781642335,0.027369271665880112,-0.0011564104390561212,0.009652948009842705
visit,0.012472435269788444,0.000893952117678419,-0.027249189328465973,-0.02634833131853374,-0.01799843543443008,0.010669040980167707,0.0025292987149480336,0.0073512562439927015,-0.011401813256799205,-0.004462848336504371
bellowed,-0.019300268889724005,-0.017241905218292594,0.02685031205779015,0.02434469287164138,-0.008032067952128553,5.611083919270259e-05,-0.00588952740938893,0.0010687505736457865,0.0342519737362725,-0.015276279900396626
weeks,-0.009938980212338314,0.007070768958164228,-0.022835807695776554,-0.0007351425516328907,-0.0350252080673921,0.03242222362229078,-0.007893014010410785,0.02870705035207153,0.015561215565981557,-0.02786591285395238
scared,0.002678690801958584,-0.02056385829304301,0.007645273424066297,0.0028103971264323013,0.01991604976912004,0.0008306431957916254,0.014552883973662058,-0.024184321056092778,0.004321487586551123,-0.013308609074842905
spotted,0.01721789327026412,0.009796226272901817,0.005334329238829568,0.0025829818627816073,0.00021728525062892593,-0.0019564886417478403,-0.0016271592440142459,0.025713170010585422,0.0019849005080373053,0.00378622205643854
brown,0.02123876750939812,0.019568354724401285,-0.015883972853238577,-0.012926167218315139,0.0018269305236299491,0.013998352187619238,-0.03326712498611533,0.013351725787266606,-0.008009281272773327,-0.00829142281862625
fight,-0.019650281301494522,-0.051469362933438484,0.04797329453066808,-0.02017387816183535,0.001754484550850257,0.008947991996038565,0.04556837518681067,-0.00518911966247196,-0.010826821116738206,0.033224971240388125
nasty,0.004973183366845596,0.01665980438359203,-0.013955898886190417,-0.004003038409594683,-0.005311774495791356,0.008920127546780022,-0.014339327306920035,-0.003278092389279273,0.0018368881870857604,0.007845249661197965
missed,-0.0014182415024338048,0.0019211735360633452,0.007427170905845768,0.02095045456186741,-0.00372819011454775,0.008166912947239697,0.004367652326734176,0.019639076402802803,0.0005745080002954653,-0.015259627290528696
upstairs,-0.013501999503674563,0.02113286635461192,-0.04441401735597084,0.03331978577448805,-0.029415839439093275,0.026545931525163373,-0.03656361404149421,-0.01402850324063158,-0.003148676225750456,0.018940844545272104
nervously,0.02902379162544207,0.0126265988630511,-0.012606045508920668,0.002600805338193658,-0.000369835650557219,-0.02379595421723338,-0.0036917517142382636,-0.001964604207104711,0.015641461872683542,-0.008628191827125336
tomorrow,0.007577892915259487,0.03612304630071033,-0.019154416318792913,0.02562605856232078,-0.0070901850012951165,0.020556481529302804,-0.007608764004706315,0.013670930692549488,-0.001367917374713555,0.0024524089262525405
stuck,-0.008960484821865343,-0.002351035558893174,-0.013343099151417818,0.03688270659567411,-0.0017134297707933617,-0.005331737145692534,0.009059672810795281,-0.009707679348742799,0.01692733356964384,-0.01062744618944836
follow,0.016048866634896134,-0.0016483035213479802,0.023380707620421333,0.008461550281370807,0.02178054192046511,-0.0020891688578312177,0.012078116197453725,-0.005376388596730157,-0.0009035481392528958,-0.006283420641758903
leading,-0.00279377540020681,-0.009110938438993884,0.015627087039706947,-0.003543024077026146,0.0034114123698549582,0.009455457374264382,-0.009302879335019967,0.03677735670981869,0.014019477024204842,0.0006223101533769026
muttering,0.010712899494317609,0.016094929874558617,0.00790057989138069,0.00877461085283729,4.6896131438387416e-05,0.0036158792581610635,0.031951221371580435,-0.0021976116092678965,-0.008728737246637664,0.026775995870183228
hesitated,-0.016599399421661436,-0.00569786375778611,-0.011720258356977861,-0.010288967049370018,-0.008868730500268028,0.03620692525451725,0.03797502540441042,0.008051726168378834,0.005629837909878166,-0.005101804308400201
teachers,0.029160498635325327,0.030997035897387597,0.03846707010324164,-0.016806699803646914,0.06394850600955257,-0.012887127023388656,0.0028618975142327852,0.011518948987905168,-0.012263226791652588,0.0320347217383501
lifted,-0.015883673052951783,-0.022265979480804502,0.02581617914690161,-0.003836784184398064,0.02382312005971717,0.0025933670589590127,-0.009772531708831647,-0.012089050234555157,0.00931213639897967,-0.020378554812050954
determined,-0.019532832180703782,0.008561478648034592,0.0036623169416468183,-0.025894074287450677,-0.0015774353673259807,0.048712116157998954,0.008589010524342185,0.02238238822711044,-0.03147008958602649,-0.008569149085154286
furious,0.009636964946579915,0.021840471109816868,-0.006723736802931474,0.011243110013279347,-0.01285878742547994,0.009955180998568966,0.009508153987068538,-0.024028952835068906,0.011947636236437556,-0.002335546327489516
luck,0.006538565620823847,0.018533794956183125,0.022665989504256353,0.014438471331759793,-0.002819135371041631,0.014035565181538225,-0.010686754252274264,0.020278034906993623,-0.0038434053144775207,-0.017783466722470616
finger,-0.023407997246626084,-0.004437190371735566,-0.017451492977993,-0.001529573118134603,-0.01336295684198066,0.0061050394896032725,-0.005904627478883355,0.01141853553028933,-0.005546539114840705,0.001301286943450677
picture,-0.003772003062515167,0.005377943206388414,-0.05370878857129974,0.0018409348320414147,-0.0017379592210447306,0.03743936762107778,0.012798707260169335,0.006159217234973302,-0.00299155595762102,0.0029046306598659198
fighting,-0.022261189677889856,-0.03880415180933231,0.04539483502914395,0.016701001107777023,0.02844841497311439,0.009262586966955148,0.02140425466005733,0.0073499376367539004,0.039020530217200824,0.004919539777432858
reading,0.005902214060649135,0.0422317257101434,-0.025553286855817686,-0.01393917829692886,0.014949279091209427,0.01432867822896326,0.013268677796744297,0.0007920911960401312,0.006722620687741004,-0.02335355611649337
marble,0.0050048853179034325,-0.016584565274242343,0.0386991707696661,-0.0161426966801771,0.05080030553640771,-0.01346305870280965,-0.00862346943909268,0.03500582370345882,0.022764816922064942,0.03367162212483632
live,-0.02560287028534682,-0.020547308937227716,-0.0044182833724352635,0.004035005014301024,0.00041911505959586905,-0.005517656106529283,0.008940434808618981,-0.01220766114023591,-0.01181878759429588,0.0005060132852324367
highly,-0.0006813952388225655,0.023700235881430456,-0.015955528837940276,-0.008069219037672054,0.008917035442559385,0.00943539055521462,0.028591873995878307,-0.0006767621248488469,0.013336921857019329,-0.015643257012463403
power,-0.05013634252121086,-0.04123429286137122,-0.0027281398557429484,-0.056938264660104085,-0.04657786289704482,0.029620122303355843,0.09024782906605312,0.013735659699908621,-0.06783842344729633,0.03757699916381445
knees,-0.014880081226258602,-0.029428008152253892,0.027590193932727262,0.0035002209420016217,0.011708375435841661,0.010662033539772606,-0.01581465837661066,-0.024822195317462773,0.015529560451321854,-0.0041706552331028076
hiding,-0.011501733421675295,-0.01521652367062013,-0.00465426720198982,-0.0026559760046192256,0.014459771054599295,0.021044840505979497,0.047026578911811924,-0.0010463929348029657,0.002382129046936061,0.024315333326513828
pink,0.00576966520062608,0.02743340546183361,-0.02643722078972917,-0.0005694511442027938,0.040484134298297475,-0.028614960250774393,-0.007966656993615144,0.004357584287293525,0.005657537191681365,0.0016142038143603663
firmly,0.0017424700938523338,0.01233790320369115,-0.005268009477425562,-0.015613841778441833,0.01106441286988136,0.024350784767461994,0.010767669088523963,0.030814572508612973,0.013683687375125165,-0.008807858445350472
using,-0.01206343617396872,0.012993946907630064,-0.001589348778401917,-0.009084485652902758,-0.006123053235100184,0.0055274795710864195,0.02237717819496372,0.024461606131287814,0.004818420129985717,-0.016776688673968424
